selected project;rowId;projectId;ownerLogin;name;language;totalCommitters;totalcommits;projectAge;windowIdx;blauGender;turnover;female;lone;tenureMedian;tenureDiversity;expertise;teamSize;stCongruence;truckFactor;centrality
https://github.com/puppetlabs/puppet;211231;847;puppetlabs;puppetlabs-puppet;Ruby;408;16883;4;15;0.108;0.429;4;9;3;3;0.2;79;0.11;5;1
https://github.com/rspec/rspec-core;579575;46357;rspec;core;Ruby;256;4802;6;7;0.097;0.247;6;9;4;6;0.9;54;0.08;5;0.1
https://github.com/django/django;450427;1226;django;django-html-escape;Python;1100;23604;17;18;0.084;0.753;27;9;1;5;0.6;37;0.64;3;1.2
https://github.com/robbyrussell/oh-my-zsh;839947;3231;robbyrussell;zsh-config;Python;3384;25212;6;17;0.073;0.464;7;9;4;1;0;31;0.59;4;0.7
https://github.com/rspec/rspec-core;579585;46357;rspec;core;Ruby;256;4802;6;17;0.071;0.211;1;9;4;8;0.6;30;0.83;1;0.5
https://github.com/liferay/liferay-portal;148776;3981;liferay;liferay-portal;Java;341;118673;7;11;0.071;0.276;2;9;4;1;0.9;44;0.54;3;1.2
https://github.com/puppetlabs/puppet;211237;847;puppetlabs;puppetlabs-puppet;Ruby;408;16883;4;21;0.067;0.447;4;9;1;4;0;42;0.48;3;1.3
https://github.com/holman/dotfiles;673760;3545;holman;dotfiles-v2;C;886;19168;9;9;0.067;0.463;8;9;4;5;0.3;27;0.57;2;1.1
https://github.com/django/django;450429;1226;django;django-html-escape;Python;1100;23604;17;20;0.06;0.576;4;9;2;8;1;41;0.72;1;0.4
https://github.com/django/django;450430;1226;django;django-html-escape;Python;1100;23604;17;21;0.06;0.607;5;9;1;1;0.9;37;0.62;3;1
https://github.com/robbyrussell/oh-my-zsh;839938;3231;robbyrussell;zsh-config;Python;3384;25212;6;8;0.048;0.55;9;9;3;3;1;33;0.71;2;1.3
https://github.com/burke/zeus;995109;2857;burke;zeus;Go;55;714;18;5;0.04;0.036;3;9;1;2;0.4;23;0.41;1;0.1
https://github.com/jedi4ever/veewee;191008;13255;jedi4ever;veewee;Shell;366;3228;11;10;0.028;0.436;8;9;5;6;0.6;35;0.52;1;0.5
https://github.com/symfony/symfony-docs;531307;10070;symfony;symfony-docs-id;Python;772;9969;8;5;0.027;0.711;2;9;0;2;0.5;38;0.77;5;1.3
https://github.com/torvalds/linux;806616;1088;torvalds;linux-imx6-1;C;1053;104219;14;4;0.026;0.235;2;9;5;8;0.6;39;0.63;1;1.1
https://github.com/torvalds/linux;806621;1088;torvalds;linux-imx6-1;C;1053;104219;14;9;0.024;0.355;1;9;5;6;0.8;36;0.75;2;1.2
https://github.com/mozilla/openbadger;148685;19064;mozilla;OpenBadger;JavaScript;15;862;17;4;0.432;0.28;2;10;4;1;0.9;60;0.13;3;1.2
https://github.com/puppetlabs/puppet;211233;847;puppetlabs;puppetlabs-puppet;Ruby;408;16883;4;17;0.102;0.486;4;10;5;0;0.8;61;0.29;1;1.2
https://github.com/emberjs/ember.js;778481;540;emberjs;amber.js;JavaScript;480;9756;13;5;0.092;0.183;6;10;1;0;0.6;61;0.28;4;1.2
https://github.com/puppetlabs/puppet;211234;847;puppetlabs;puppetlabs-puppet;Ruby;408;16883;4;18;0.09;0.316;1;10;4;0;0.7;60;0.19;3;1.2
https://github.com/django/django;450424;1226;django;django-html-escape;Python;1100;23604;17;15;0.074;0.259;1;10;0;1;0;77;0.19;3;0.1
https://github.com/torvalds/linux;806632;1088;torvalds;linux-imx6-1;C;1053;104219;14;20;0.069;0.336;5;10;5;4;0;81;0.04;4;1.4
https://github.com/robbyrussell/oh-my-zsh;839946;3231;robbyrussell;zsh-config;Python;3384;25212;6;16;0.063;0.451;10;10;2;0;0.8;52;0.02;2;0.1
https://github.com/jedi4ever/veewee;191009;13255;jedi4ever;veewee;Shell;366;3228;11;11;0.038;0.339;9;10;4;6;0.2;71;0.25;3;0.2
https://github.com/django/django;450432;1226;django;django-html-escape;Python;1100;23604;17;23;0.036;0.467;23;10;4;7;0.4;78;0.25;3;0.4
