selected project;rowId;projectId;ownerLogin;name;language;totalCommitters;totalcommits;projectAge;windowIdx;blauGender;turnover;female;radio;tenureMedian;tenureDiversity;expertise;teamSize;stCongruence;truckFactor;centrality
https://github.com/moodle/moodle;559541;1691;moodle;wip-MDL-38793-2.5_users_replace_filters;PHP;366;47096;7;18;0.165;0.4;7;1;0;2;0.6;77;0.8;3;1.4
https://github.com/robbyrussell/oh-my-zsh;839938;3231;robbyrussell;zsh-config;Python;3384;25212;6;8;0.048;0.35;8;1;3;3;1;328;0.9;2;1.3
https://github.com/liferay/liferay-portal;148780;3981;liferay;liferay-portal;Java;341;118673;7;15;0.139;0.34;11;1;5;3;0.9;146;0.3;1;1.2
https://github.com/emberjs/ember.js;778480;540;emberjs;amber.js;JavaScript;480;9756;13;4;0.013;0.42;1;2;4;7;0.7;157;0.3;3;1.1
https://github.com/cloudfoundry-attic/cf-docs;850715;143060;cloudfoundry;cf-docs;Shell;133;1136;17;2;0.375;0.44;1;2;4;8;0.2;4;0.9;4;0.8
https://github.com/django/django;450411;1226;django;django-html-escape;Python;1100;23604;17;2;0.124;0.48;1;2;0;7;0.6;15;0.3;5;1.3
https://github.com/django/django;450414;1226;django;django-html-escape;Python;1100;23604;17;5;0.117;0.43;1;2;2;1;0.3;16;0.6;4;1.4
https://github.com/django/django;450424;1226;django;django-html-escape;Python;1100;23604;17;15;0.074;0.54;1;2;0;1;0;26;0.3;3;0.1
https://github.com/liferay/liferay-portal;148770;3981;liferay;liferay-portal;Java;341;118673;7;5;0.375;0.42;1;2;4;4;0.2;4;0.1;3;0.9
https://github.com/torvalds/linux;806624;1088;torvalds;linux-imx6-1;C;1053;104219;14;12;0.022;0.54;1;2;2;5;1;89;1;4;1.3
https://github.com/torvalds/linux;806625;1088;torvalds;linux-imx6-1;C;1053;104219;14;13;0.028;0.55;1;2;5;2;0.3;71;0.1;1;1
https://github.com/akretion/openerp-addons;15061;3085817;Akretion;openerp-addons;Python;113;2363;19;1;0.375;0.49;1;2;0;4;0;4;0.5;1;0.5
https://github.com/rspec/rspec-core;579576;46357;rspec;core;Ruby;256;4802;6;8;0.025;0.56;1;2;4;2;0.1;80;1;1;0.7
https://github.com/django/django;450419;1226;django;django-html-escape;Python;1100;23604;17;10;0.231;0.52;2;2;4;2;0.3;15;0.7;3;0
https://github.com/django/django;450426;1226;django;django-html-escape;Python;1100;23604;17;17;0.057;0.44;2;2;0;6;0.6;68;0.2;4;0.9
https://github.com/genome/gms;690532;804746;genome;gms-core;Perl;52;4905;18;1;0.133;0.57;2;2;0;3;0.4;28;1;1;1.4
https://github.com/torvalds/linux;806628;1088;torvalds;linux-imx6-1;C;1053;104219;14;16;0.025;0.58;2;2;1;4;0.6;155;0.7;3;0
https://github.com/chapuni/llvm-project;685768;147157;Bigcheese;llvm;C++;42;150;12;1;0.133;0.43;2;2;0;1;0.8;28;0;2;0.3
https://github.com/puppetlabs/puppet;211229;847;puppetlabs;puppetlabs-puppet;Ruby;408;16883;4;13;0.159;0.53;2;2;1;7;1;23;0.1;3;0.5
https://github.com/robbyrussell/oh-my-zsh;839935;3231;robbyrussell;zsh-config;Python;3384;25212;6;5;0.04;0.44;2;2;4;7;0.8;99;0.5;3;0.5
https://github.com/rspec/rspec-core;579583;46357;rspec;core;Ruby;256;4802;6;15;0.052;0.59;2;2;5;1;0.3;75;1;1;0.5
https://github.com/emberjs/ember.js;778482;540;emberjs;amber.js;JavaScript;480;9756;13;6;0.034;0.36;3;2;1;4;0.6;173;0.8;5;0.5
https://github.com/genome/gms;690533;804746;genome;gms-core;Perl;52;4905;18;2;0.211;0.39;3;2;4;4;0.5;25;0.7;1;0.9
https://github.com/torvalds/linux;806627;1088;torvalds;linux-imx6-1;C;1053;104219;14;15;0.035;0.35;3;2;4;8;0.1;167;0;4;0.4
