row_id;totalcommits;project_id;owner_login;language;created_at;windows;window_idx;name;team;genders;countries;blauGender;turnover;organisation;tenureMedian;tenureDiversity;expertise;teamSize;stCongruence;truckFactor;centrality;totalCommitters;female;projectAge;pdi;idv;mas;uai;ltowvs;ivr;med_pdi;dev_pdi;CV_1;med_idv;dev_idv;CV_2;med_mas;dev_mas;CV_3;med_uai;dev_uai;CV_4;med_ltowvs;dev_ltowvs;CV_5;med_ivr;dev_ivr;CV_6
850715;1136;143060;cloudfoundry;Shell;2012-04-06 13:20:23;7;2;cf-docs;81704,36359,36362,36401,372166;male,male,male,female,None;united states,None,united states,None,None;0.375;0.6;0;4;8;0.2;4;0.9;4;0.8;133;7;17;40, 40;91, 91;62, 62;46, 46;26, 26;68, 68;40.0;0.0;0.0;91.0;0.0;0.0;62.0;0.0;0.0;46.0;0.0;0.0;26.0;0.0;0.0;68.0;0.0;0.0
850717;1136;143060;cloudfoundry;Shell;2012-04-06 13:20:23;7;4;cf-docs;164818,5995,1222687,7718,1536934,36359,182416,36364,1540341,12821,528320,36401;male,male,None,male,male,male,male,male,male,male,None,female;united kingdom,united states,None,united states,None,None,united states,None,None,united kingdom,None,None;0.18;0.583;0;0;2;0.5;10;0.6;5;0.7;133;1;17;35, 40, 40, 40, 35;89, 91, 91, 91, 89;66, 62, 62, 62, 66;35, 46, 46, 46, 35;51, 26, 26, 26, 51;69, 68, 68, 68, 69;38.0;2.449489742783178;0.064460256389031;90.2;0.9797958971132712;0.010862482229637153;63.6;1.9595917942265424;0.030811191733121735;41.6;5.388877434122992;0.12954032293564882;36.0;12.24744871391589;0.34020690871988585;68.4;0.4898979485566356;0.007162250709892333
148770;118673;3981;liferay;Java;2009-09-25 13:55:58;13;5;liferay-portal;9488,16814,16848,16849;female,male,male,male;united states,united states,spain,canada;0.375;1.0;0;4;4;0.2;4;0.1;3;0.9;341;2;7;40, 40, 57, 39;91, 91, 51, 80;62, 62, 42, 52;46, 46, 86, 48;26, 26, 48, 36;68, 68, 44, 68;44.0;7.516648189186454;0.17083291339060122;78.25;16.361158271956175;0.20908828462563803;54.5;8.2915619758885;0.15213875185116515;56.5;17.051392904979934;0.30179456468991034;34.0;9.055385138137417;0.2663348570040417;62.0;10.392304845413264;0.16761782008731071
806621;104219;1088;torvalds;C;2011-09-04 13:48:12;24;9;linux-imx6-1;202205,870261,365605,5742,878639,118040,5374,6641,71101,332644,268295,71107,71109,326988,944001,1836831,22768,5229,71168,875196,138706,1113174,5263,1465658,6656,5307,23671,265407,5602,133084,71080,71083,71086,114448,71088,5311,6514,71242,117953,412696,23663,6588,1207576,5326,6677,6676,5484,6679,71093,71091,5249,5241,71255,71257,297366,3118713,908653,35654,412779,1109166,118007,218570,433338,63045,98431,66524,821116,23723,333582,110590,5220,5224,230763,71034,71035,327033,71056,23738,5240,5212,6626,117750,6349,6417,875159,23746,114442,5203,5209,6632,652254,71116,71118;None,male,None,male,male,male,male,male,male,male,None,male,male,male,male,male,female,male,male,male,male,male,male,male,male,male,male,None,male,male,male,male,male,male,male,male,male,male,male,male,male,None,male,None,male,male,male,male,male,male,None,male,male,male,male,male,male,None,None,male,male,male,male,male,male,male,None,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,None,male,male,male;None,None,None,None,None,None,None,None,None,None,None,united states,None,None,None,None,united states,None,None,None,None,None,None,None,poland,None,None,None,None,None,None,None,None,None,united states,None,None,united states,None,united states,japan,germany,None,None,None,None,None,finland,None,None,None,None,united states,None,united kingdom,united kingdom,None,None,None,finland,None,None,None,germany,None,japan,None,germany,None,australia,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,united states,united kingdom,None,united states,None,None;0.024;0.355;0;5;6;0.8;82;0.5;2;1.2;1053;1;14;40, 40, 68, 40, 40, 40, 54, 35, 33, 40, 35, 35, 33, 35, 54, 35, 38, 40, 35, 40;91, 91, 60, 91, 91, 91, 46, 67, 63, 91, 89, 89, 63, 67, 46, 67, 90, 91, 89, 91;62, 62, 64, 62, 62, 62, 95, 66, 26, 62, 66, 66, 26, 66, 95, 66, 61, 62, 66, 62;46, 46, 93, 46, 46, 46, 92, 65, 59, 46, 35, 35, 59, 65, 92, 65, 51, 46, 35, 46;26, 26, 38, 26, 26, 26, 88, 83, 38, 26, 51, 51, 38, 83, 88, 83, 21, 26, 51, 26;68, 68, 29, 68, 68, 68, 42, 40, 57, 68, 69, 69, 57, 40, 42, 40, 71, 68, 69, 68;40.5;8.435045939412541;0.2082727392447541;78.2;15.879546593023367;0.20306325566526043;62.95;15.577146722041235;0.24745268819763677;55.7;17.844046626256052;0.32035990352344795;46.05;24.21461335640113;0.5258330804864524;58.45;13.51841336843936;0.23128166584156304
554384;208;378623;CTSRD-CHERI;C++;2012-07-26 01:04:49;4;1;llvm;669,860,978,253081,2020070,2279426,722,767434,1142414,250,190312;male,male,male,male,male,female,male,male,male,male,male;None,None,germany,None,None,None,None,None,None,None,None;0.165;1.0;0;4;0;1.0;11;0.1;1;0.7;16;1;18;35;67;66;65;83;40;35.0;0.0;0.0;67.0;0.0;0.0;66.0;0.0;0.0;65.0;0.0;0.0;83.0;0.0;0.0;40.0;0.0;0.0
108363;7076;14915;travis-ci;JavaScript;2011-02-27 21:30:40;12;5;travis-ci;9076,3927,20672,13839,9163,42943,75959,105188,12932,8147,39475,23565,129,74655,1550,850435,48595,18089,2146,233185,68524,52892,29285,2903,14113,99040,54233,70577,54230,3142,110,351209,17141,140893,27389,120798,24778,8961,11766,28121,147145,116724,76122,16480,28809,4111,102,2576,356984,28719,27093,1003,11295,15721,439197,18213,27843,14437,5113,10998,859,27321,54227,54232,3893,2113,54229,19537,19536,37818,14780,4608,18508,6986,22725,144787,340905,59216,6400,4834,50633,8931,59534,17457,154330,2565243,4690,2229,103006,28798,14640,2723,77781,55680,20472,38573,4912,13271,23024,9927;None,male,male,male,male,male,male,male,None,male,None,male,male,male,male,None,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,None,male,male,male,male,male,male,male,male,male,male,female,male,male,male,None,male,male,male,male,None,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,None,male,male,male,male;None,united states,germany,None,switzerland,france,None,germany,None,united kingdom,None,germany,united states,japan,None,None,None,switzerland,united states,united states,france,united kingdom,united states,united states,germany,finland,None,None,netherlands,australia,None,ireland,united states,None,None,italy,None,russia,united states,russia,None,None,netherlands,united states,germany,japan,argentina,united states,china,None,belgium,poland,poland,czech republic,None,united states,france,united states,colombia,germany,None,poland,norway,poland,france,australia,None,belarus,None,None,belgium,new zealand,russia,united states,united states,None,None,bermuda,united states,france,united states,united states,None,ukraine,germany,netherlands,belarus,new zealand,australia,switzerland,netherlands,germany,brazil,None,portugal,None,netherlands,united states,canada,united states;0.022;0.17;0;4;0;0.8;92;0.7;3;1.3;129;3;12;40, 35, 34, 68, 35, 35, 35, 40, 54, 34, 40, 40, 68, 35, 40, 40, 35, 33, 38, 38, 28, 40, 50, 93, 40, 93, 38, 40, 35, 54, 49, 40, 80, 65, 68, 68, 57, 40, 68, 40, 67, 35, 68, 31, 68, 68, 38, 95, 65, 22, 93, 40, 40, 40, 68, 40, 40, 92, 35, 38, 95, 22, 38, 34, 38, 35, 69, 63, 38, 40, 39, 40;91, 67, 68, 71, 67, 89, 67, 91, 46, 68, 91, 91, 71, 89, 91, 91, 67, 63, 80, 90, 70, 91, 76, 39, 91, 39, 80, 91, 67, 46, 46, 91, 20, 75, 60, 60, 58, 91, 71, 91, 13, 67, 60, 69, 60, 71, 90, 25, 75, 79, 39, 91, 91, 91, 71, 91, 91, 25, 67, 80, 25, 79, 90, 68, 80, 67, 38, 27, 80, 91, 80, 91;62, 66, 70, 43, 66, 66, 66, 62, 95, 70, 62, 62, 43, 66, 62, 62, 66, 26, 14, 61, 68, 62, 70, 36, 62, 36, 14, 62, 66, 95, 56, 62, 66, 54, 64, 64, 57, 62, 43, 62, 64, 66, 64, 8, 64, 43, 61, 20, 54, 58, 36, 62, 62, 62, 43, 62, 62, 27, 66, 14, 20, 58, 61, 70, 14, 66, 49, 31, 14, 62, 52, 62;46, 65, 58, 86, 65, 35, 65, 46, 92, 58, 46, 46, 86, 35, 46, 46, 65, 59, 53, 51, 35, 46, 75, 95, 46, 95, 53, 46, 65, 92, 86, 46, 30, 94, 93, 93, 74, 46, 86, 46, 80, 65, 93, 50, 93, 86, 51, 95, 94, 49, 95, 46, 46, 46, 86, 46, 46, 95, 65, 53, 95, 49, 51, 58, 53, 65, 76, 104, 53, 46, 48, 46;26, 83, 74, 63, 83, 51, 83, 26, 88, 74, 26, 26, 63, 51, 26, 26, 83, 38, 67, 21, 24, 26, 61, 81, 26, 81, 67, 26, 83, 88, 20, 26, 87, 82, 38, 38, 70, 26, 63, 26, 13, 83, 38, 35, 38, 63, 21, 81, 82, 33, 81, 26, 26, 26, 63, 26, 26, 86, 83, 67, 81, 33, 21, 74, 67, 83, 44, 28, 67, 26, 36, 26;68, 40, 66, 48, 40, 69, 40, 68, 42, 66, 68, 68, 48, 69, 68, 68, 40, 57, 68, 71, 65, 68, 30, 20, 68, 20, 68, 68, 40, 42, 62, 68, 24, 57, 29, 29, 29, 68, 48, 68, 83, 40, 29, 55, 29, 48, 71, 15, 57, 75, 20, 68, 68, 68, 48, 68, 68, 14, 40, 68, 15, 75, 71, 66, 68, 40, 59, 33, 68, 68, 68, 68;49.125;18.769758108309347;0.38208158999103;70.33333333333333;20.793962799064754;0.29564876017627617;54.27777777777778;18.3122774709439;0.3373807517676461;64.09722222222223;20.280094045792115;0.3163958334338098;51.388888888888886;24.768682934726012;0.48198518143250624;53.80555555555556;18.17938307907621;0.33787185898128214
191002;3228;13255;jedi4ever;Shell;2010-11-09 11:09:47;12;4;veewee;16520,501146,18452,10650,49105,56302,5883,13667,34398,603483,86027,41042,5491,71328,39757,18692,5434,20211,399358,168177,64882,5037,47823,209584,193536,108544,17776,1599867,3584,44296,64465,270245,95868,41048,22728,65423,29434,5413,17396,74213,33793,11152,39748,28552,73886,205617,1115096,14715;None,male,male,None,male,male,male,male,male,male,male,male,male,None,male,male,male,None,male,male,None,male,male,male,male,male,None,None,male,None,male,female,male,male,male,male,None,male,male,male,male,male,None,male,None,None,male,male;None,None,united states,norway,belgium,germany,united states,None,china,None,sweden,belgium,united states,france,None,None,None,norway,france,belgium,sweden,australia,united states,france,france,None,united states,None,united states,malaysia,france,None,None,germany,united states,united kingdom,thailand,None,canada,united states,None,united states,new zealand,united states,belgium,None,united states,united states;0.054;0.458;0;2;6;0.4;36;0.9;4;0.0;366;3;11;40, 31, 65, 35, 40, 80, 31, 65, 40, 68, 31, 68, 65, 31, 38, 40, 68, 68, 40, 40, 104, 68, 35, 40, 35, 64, 39, 40, 40, 22, 40, 65, 40, 40;91, 69, 75, 67, 91, 20, 71, 75, 91, 71, 69, 71, 75, 71, 90, 91, 71, 71, 91, 91, 26, 71, 67, 91, 89, 20, 80, 91, 91, 79, 91, 75, 91, 91;62, 8, 54, 66, 62, 66, 5, 54, 62, 43, 8, 43, 54, 5, 61, 62, 43, 43, 62, 62, 50, 43, 66, 62, 66, 34, 52, 62, 62, 58, 62, 54, 62, 62;46, 50, 94, 65, 46, 30, 29, 94, 46, 86, 50, 86, 94, 29, 51, 46, 86, 86, 46, 46, 36, 86, 65, 46, 35, 64, 48, 46, 46, 49, 46, 94, 46, 46;26, 35, 82, 83, 26, 87, 53, 82, 26, 63, 35, 63, 82, 53, 21, 26, 63, 63, 26, 26, 41, 63, 83, 26, 51, 32, 36, 26, 26, 33, 26, 82, 26, 26;68, 55, 57, 40, 68, 24, 78, 57, 68, 48, 55, 48, 57, 78, 71, 68, 48, 48, 68, 68, 57, 48, 40, 68, 69, 45, 68, 68, 68, 75, 68, 57, 68, 68;48.705882352941174;17.85814925488329;0.3666528228659613;75.44117647058823;19.012675611550172;0.25201987165407636;50.588235294117645;18.045885382511837;0.35672099011942004;57.61764705882353;20.862314329180982;0.36208202511084914;47.0;22.553205067651238;0.47985542697130296;59.970588235294116;12.178779263943559;0.20307920302799462
191003;3228;13255;jedi4ever;Shell;2010-11-09 11:09:47;12;5;veewee;47823,134692,59534,16520,4912,6858,49105,56302,5883,97002,122418,978607,603483,22728,38942,49440,5444,1069906,196216,20046,71328,168177,39757,547256,5434,20211,127183,1213654,39748,5037,5491,154783,64937,61155,378449,71226,255490,550454,17776,145070,3584,77838,8599,41060,61030,41048,10650,40407,369621,86704,200907,216608,93,114528,390598,48004,17396,100157,13749,7550,5595,103631,1531963,5634,245281,130035,42707,53298,145952,262609,65175,168962,69392,47082,100002,12341,205617,1115096,278196,152802,12344,14715;male,male,male,None,male,male,male,male,male,male,male,None,male,male,male,male,None,None,male,male,None,male,male,male,male,None,male,male,None,male,male,male,male,male,None,male,male,None,None,None,male,male,male,male,male,male,None,male,male,male,male,male,female,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,None,male,None,male,male,male;united states,united states,None,None,netherlands,united kingdom,belgium,germany,united states,spain,finland,None,None,united states,united kingdom,united states,None,None,united kingdom,sweden,france,belgium,None,None,None,norway,spain,None,new zealand,australia,united states,None,united kingdom,norway,norway,belgium,united kingdom,united states,united states,None,united states,sweden,united states,norway,united states,germany,norway,united arab emirates,united states,united states,united states,canada,united states,brazil,singapore,poland,canada,united states,hungary,philippines,united states,united states,None,None,canada,united states,france,united states,united states,None,None,spain,united states,united states,bosnia and herzegovina,canada,None,united states,None,spain,germany,united states;0.029;0.427;0;1;3;0.7;68;0.3;2;0.7;366;1;11;40, 40, 38, 35, 65, 35, 40, 57, 33, 40, 35, 40, 35, 31, 68, 65, 31, 57, 22, 38, 40, 35, 31, 31, 65, 35, 40, 40, 40, 31, 40, 31, 40, 35, 31, 40, 40, 40, 39, 40, 69, 74, 68, 39, 40, 46, 94, 40, 40, 39, 40, 68, 40, 40, 57, 40, 40, 90, 39, 40, 57, 35, 40;91, 91, 80, 89, 75, 67, 91, 51, 63, 91, 89, 91, 89, 71, 71, 75, 69, 51, 79, 90, 91, 89, 69, 69, 75, 89, 91, 91, 91, 71, 91, 69, 91, 67, 69, 91, 91, 91, 80, 91, 38, 20, 60, 80, 91, 80, 32, 91, 91, 80, 91, 71, 91, 91, 51, 91, 91, 22, 80, 91, 51, 67, 91;62, 62, 14, 66, 54, 66, 62, 42, 26, 62, 66, 62, 66, 5, 43, 54, 8, 42, 58, 61, 62, 66, 8, 8, 54, 66, 62, 62, 62, 5, 62, 8, 62, 66, 8, 62, 62, 62, 52, 62, 49, 48, 64, 52, 62, 88, 64, 62, 62, 52, 62, 43, 62, 62, 42, 62, 62, 48, 52, 62, 42, 66, 62;46, 46, 53, 35, 94, 65, 46, 86, 59, 46, 35, 46, 35, 29, 86, 94, 50, 86, 49, 51, 46, 35, 50, 50, 94, 35, 46, 46, 46, 29, 46, 50, 46, 65, 50, 46, 46, 46, 48, 46, 76, 8, 93, 48, 46, 82, 44, 46, 46, 48, 46, 86, 46, 46, 86, 46, 46, 87, 48, 46, 86, 65, 46;26, 26, 67, 51, 82, 83, 26, 48, 38, 26, 51, 26, 51, 53, 63, 82, 35, 48, 33, 21, 26, 51, 35, 35, 82, 51, 26, 26, 26, 53, 26, 35, 26, 83, 35, 26, 26, 26, 36, 26, 44, 72, 38, 36, 26, 58, 27, 26, 26, 36, 26, 63, 26, 26, 48, 26, 26, 70, 36, 26, 48, 83, 26;68, 68, 68, 69, 57, 40, 68, 44, 57, 68, 69, 68, 69, 78, 48, 57, 55, 44, 75, 71, 68, 69, 55, 55, 57, 69, 68, 68, 68, 78, 68, 55, 68, 40, 55, 68, 68, 68, 68, 68, 59, 46, 29, 68, 68, 31, 42, 68, 68, 68, 68, 48, 68, 68, 44, 68, 68, 44, 68, 68, 44, 40, 68;44.19047619047619;14.297138289367775;0.32353437939302077;77.19047619047619;17.651707182023763;0.22867726762646454;51.93650793650794;18.940904770358205;0.3646934598204667;54.285714285714285;18.828742442078106;0.3468452555119651;41.44444444444444;18.53077901015238;0.44712335413236304;60.84126984126984;11.633567127145003;0.19121177380906215
839933;25212;3231;robbyrussell;Python;2009-08-28 09:15:37;17;3;zsh-config;780102,67257,4502,86797,81795,217537,46803,46802,15289,65553,11981,259674,46862,2327,336686,104180,6106,159475,434908,404,13261,67125,308461,5962,1563,128339,5161,22436,165974,100288,243620,30484,1029238,48164,27830,17870,47111,123999,26284,193456,205657,86944,7449,139593,64498,1199706,412,120819,11920,15119,192888,141827,24609,554076,132942;male,male,male,male,male,male,male,male,male,male,male,male,male,male,female,male,male,male,male,male,male,male,male,male,None,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,male,None,None,male,male,male,male,None,male;united states,None,united kingdom,brazil,united states,None,united states,united states,germany,norway,united states,slovakia,united states,germany,None,united kingdom,belgium,china,new zealand,brazil,united states,united states,finland,united states,None,united states,united states,None,united states,None,united states,None,united states,united kingdom,united kingdom,germany,united kingdom,italy,france,vietnam,norway,australia,australia,united states,united states,None,united states,india,russia,united states,united kingdom,united states,united states,None,united kingdom;0.038;0.473;0;1;6;0.9;51;0.3;1;0.8;3384;1;6;40, 35, 69, 40, 40, 40, 35, 31, 40, 104, 40, 35, 35, 65, 80, 22, 69, 40, 40, 33, 40, 40, 40, 40, 40, 40, 35, 35, 35, 35, 50, 68, 70, 31, 38, 38, 40, 40, 40, 77, 93, 40, 35, 40, 40, 35;91, 89, 38, 91, 91, 91, 67, 69, 91, 52, 91, 67, 89, 75, 20, 79, 38, 91, 91, 63, 91, 91, 91, 91, 91, 91, 89, 89, 67, 89, 76, 71, 20, 69, 90, 90, 91, 91, 91, 48, 39, 91, 89, 91, 91, 89;62, 66, 49, 62, 62, 62, 66, 8, 62, 110, 62, 66, 66, 54, 66, 58, 49, 62, 62, 26, 62, 62, 62, 62, 62, 62, 66, 66, 66, 66, 70, 43, 40, 8, 61, 61, 62, 62, 62, 56, 36, 62, 66, 62, 62, 66;46, 35, 76, 46, 46, 46, 65, 50, 46, 51, 46, 65, 35, 94, 30, 49, 76, 46, 46, 59, 46, 46, 46, 46, 46, 46, 35, 35, 65, 35, 75, 86, 30, 50, 51, 51, 46, 46, 46, 40, 95, 46, 35, 46, 46, 35;26, 51, 44, 26, 26, 26, 83, 35, 26, 77, 26, 83, 51, 82, 87, 33, 44, 26, 26, 38, 26, 26, 26, 26, 26, 26, 51, 51, 83, 51, 61, 63, 57, 35, 21, 21, 26, 26, 26, 51, 81, 26, 51, 26, 26, 51;68, 69, 59, 68, 68, 68, 40, 55, 68, 28, 68, 40, 69, 57, 24, 75, 59, 68, 68, 57, 68, 68, 68, 68, 68, 68, 69, 69, 40, 69, 30, 48, 35, 55, 71, 71, 68, 68, 68, 26, 20, 68, 69, 68, 68, 69;45.391304347826086;17.080981364828933;0.3763051450105991;77.84782608695652;19.973860517430133;0.25657570058692714;58.58695652173913;15.543174214113522;0.26530093278264266;50.5;15.30664817198297;0.3031019439996628;42.52173913043478;20.473460159154065;0.48148219188194635;59.41304347826087;14.97327486899434;0.2520199941360189
450418;23604;1226;django;Python;2012-04-27 17:47:18;24;9;django-html-escape;6570,188323,6569,523881,219228,1449169,706550,32364,6602,98522,28328,7229,7250,6619,7183,6635,6533;female,male,male,male,male,female,male,male,male,male,male,male,male,male,male,male,male;united states,united states,germany,None,spain,None,None,None,united states,None,united states,united states,argentina,australia,united states,united states,australia;0.208;0.353;0;2;7;0.8;17;0.4;5;0.8;1100;2;17;40, 40, 35, 57, 40, 40, 40, 49, 38, 40, 40, 38;91, 91, 67, 51, 91, 91, 91, 46, 90, 91, 91, 90;62, 62, 66, 42, 62, 62, 62, 56, 61, 62, 62, 61;46, 46, 65, 86, 46, 46, 46, 86, 51, 46, 46, 51;26, 26, 83, 48, 26, 26, 26, 20, 21, 26, 26, 21;68, 68, 40, 44, 68, 68, 68, 62, 71, 68, 68, 71;41.416666666666664;5.619287222494405;0.13567695507028746;81.75;16.269219403523945;0.1990118581470819;60.0;5.816642788871716;0.09694404648119527;55.083333333333336;14.778691492220219;0.2682969711144366;31.25;17.049560111627514;0.5455859235720805;63.666666666666664;9.95266575122241;0.15632459295113735
